,age,job,marital,education,default,balance,ratio_bal_ln,ratio_ln_inc,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
478,33,technician,married,secondary,no,0,1.293489428,-0.076365025,yes,no,cellular,9,feb,176,2,262,2,failure,no
479,30,management,single,tertiary,no,3773,0.574676337,-0.6923963,yes,no,cellular,9,feb,75,4,258,1,failure,no
480,32,self-employed,single,secondary,no,360,2.108767249,0.113421751,yes,no,cellular,9,feb,175,3,259,4,failure,no
481,39,blue-collar,married,secondary,no,20,1.753701012,-0.778098988,yes,no,cellular,9,feb,686,5,279,1,failure,no
482,46,services,married,secondary,no,561,-0.08424713,-1.037895559,yes,no,cellular,9,feb,84,4,256,7,failure,no
483,48,technician,married,tertiary,no,150,0.11139009,-0.095227316,yes,no,cellular,9,feb,168,2,203,7,failure,no
484,54,blue-collar,married,secondary,no,2047,0.7530236,-0.361501108,no,no,telephone,9,feb,150,7,194,6,failure,no
485,35,blue-collar,married,secondary,no,-100,0.713648799,-0.001739541,yes,no,telephone,9,feb,13,7,272,9,failure,no
486,58,blue-collar,married,primary,no,42,0.219817121,-0.471402702,yes,no,cellular,9,feb,96,6,264,3,failure,no
487,48,blue-collar,married,primary,no,683,0.707330926,-1.459858019,yes,no,cellular,9,feb,144,5,209,12,failure,no
488,46,services,married,secondary,no,692,0.329497846,-1.007881314,yes,no,cellular,9,feb,388,3,257,2,failure,no
489,54,management,married,secondary,no,2895,0.224192071,-0.195416016,yes,no,cellular,9,feb,20,2,256,1,failure,no
490,28,management,single,tertiary,no,385,0.5710318,-0.789479901,no,yes,cellular,9,feb,79,4,193,7,failure,no
491,37,unemployed,married,secondary,no,356,2.162304279,-0.161285472,no,no,cellular,9,feb,33,2,216,1,failure,no
492,36,technician,married,tertiary,no,99,1.844375182,1.711300408,yes,yes,cellular,10,feb,86,1,85,1,failure,no
493,37,services,single,secondary,no,248,0.561317256,-1.114862227,yes,no,cellular,10,feb,77,1,279,2,failure,no
494,38,management,married,tertiary,no,184,0.141422777,1.293651087,no,no,cellular,10,feb,64,2,188,2,failure,no
495,39,management,married,secondary,no,363,-1.279326778,2.002164534,yes,yes,cellular,11,feb,67,1,209,1,failure,no
496,31,admin.,single,secondary,no,554,1.496038282,-0.568338197,yes,no,cellular,11,feb,80,1,6,1,failure,no
497,28,admin.,married,tertiary,no,174,1.384517176,0.101722402,yes,yes,cellular,11,feb,56,1,184,2,failure,no
498,54,management,divorced,tertiary,no,26306,0.748871306,1.123193931,yes,no,cellular,11,feb,27,1,84,3,failure,no
499,31,management,single,secondary,yes,0,0.85057234,0.153153771,no,no,cellular,11,feb,112,4,85,2,failure,no
500,43,management,divorced,tertiary,no,36,0.610573392,0.678147056,no,no,cellular,13,feb,61,1,193,1,failure,no
501,45,technician,married,secondary,no,2403,0.875166652,0.75146299,no,no,cellular,13,feb,147,2,84,1,failure,no
502,54,management,married,tertiary,no,2960,1.619426711,-0.999493401,yes,no,cellular,13,feb,94,9,85,1,failure,no
503,51,technician,married,secondary,no,195,0.601952773,1.09678186,yes,no,cellular,17,feb,105,1,92,1,failure,no
504,59,management,married,tertiary,no,1831,0.829402954,0.176585911,no,no,cellular,17,feb,122,1,92,1,failure,no
505,56,management,divorced,tertiary,no,722,-0.140608065,-1.450560739,no,no,cellular,19,feb,134,3,94,2,failure,no
506,56,services,divorced,secondary,no,935,0.942123949,-0.45313384,no,no,cellular,26,feb,112,1,227,2,failure,no
507,35,technician,divorced,secondary,no,2823,2.216384578,-0.556291106,yes,no,cellular,26,feb,74,1,24,1,failure,no
508,49,self-employed,married,tertiary,no,503,0.148077825,0.118824398,yes,no,cellular,27,feb,118,5,21,5,failure,no
509,36,admin.,married,secondary,no,725,0.312049867,-1.585762425,yes,no,cellular,27,feb,123,3,99,8,failure,no
510,36,technician,married,secondary,no,6384,0.993647631,0.587322572,yes,yes,cellular,27,feb,59,1,101,1,failure,no
511,37,management,married,tertiary,no,708,0.501571533,0.548704727,yes,no,cellular,27,feb,32,4,225,3,failure,no
512,59,management,married,tertiary,no,2143,0.85727185,-0.451520008,yes,no,cellular,28,jan,59,1,268,1,failure,no
513,40,management,married,tertiary,no,378,0.361636336,1.975239603,yes,yes,cellular,28,jan,260,1,268,2,failure,no
514,42,unemployed,divorced,secondary,no,759,0.590825723,0.978484222,no,no,cellular,28,jan,97,1,169,3,failure,no
515,43,technician,divorced,secondary,no,87,0.472098963,0.011461641,yes,no,cellular,28,jan,130,1,247,2,failure,no
516,43,entrepreneur,divorced,tertiary,no,626,-0.553503469,1.715554038,yes,no,cellular,28,jan,72,1,167,2,failure,no
517,38,blue-collar,married,secondary,no,67,-0.182905242,-1.178798113,no,no,cellular,28,jan,74,1,239,2,failure,no
518,48,services,married,secondary,no,651,-0.473274372,-1.643018023,no,yes,cellular,28,jan,228,1,196,2,failure,no
519,53,technician,divorced,secondary,no,392,0.736788805,-0.765555064,yes,no,cellular,28,jan,70,1,245,1,failure,no
520,33,blue-collar,married,secondary,yes,-354,1.774286567,-0.593534128,yes,yes,cellular,28,jan,104,1,245,2,failure,no
521,46,technician,married,,no,557,0.789495264,-0.796983161,yes,no,cellular,28,jan,148,1,197,4,failure,no
522,57,services,divorced,primary,no,362,2.070875229,-2.072008344,no,no,cellular,28,jan,91,1,231,1,failure,no
523,52,services,married,secondary,no,393,-0.195308955,-0.862344015,yes,yes,cellular,28,jan,446,1,182,8,failure,no
524,43,management,married,tertiary,no,344,1.484115776,0.433950599,yes,yes,cellular,28,jan,282,1,238,2,failure,no
525,48,technician,married,secondary,no,0,0.732433083,0.696990027,yes,no,cellular,28,jan,123,1,204,1,failure,no
526,,services,married,secondary,no,2478,0.469463253,0.180631837,yes,no,cellular,28,jan,347,1,230,1,failure,no
527,52,technician,married,,no,425,0.215560686,-0.379908339,yes,no,cellular,28,jan,219,2,254,3,failure,no
528,33,admin.,married,secondary,no,4012,1.589364037,0.562740222,no,yes,cellular,28,jan,90,1,265,4,failure,no
529,47,blue-collar,married,primary,no,1452,0.143193443,0.340840866,yes,yes,cellular,28,jan,181,1,177,2,failure,no
530,53,self-employed,married,tertiary,no,1672,-0.17003779,-1.051537954,no,no,cellular,28,jan,176,1,189,1,failure,no
531,52,technician,married,secondary,no,98,0.195938154,-1.866289361,yes,no,cellular,28,jan,103,1,245,2,failure,no
532,58,retired,married,secondary,no,374,0.429371935,0.151576091,yes,yes,cellular,28,jan,223,1,196,1,failure,no
533,54,entrepreneur,married,tertiary,no,1129,0.573719316,0.680850221,no,yes,cellular,28,jan,242,1,184,8,failure,no
534,56,unemployed,married,secondary,no,-246,0.831655843,-0.180188078,no,yes,cellular,28,jan,461,2,204,2,failure,no
535,31,unemployed,married,secondary,no,20,0.637064472,-0.649933728,no,no,cellular,28,jan,304,1,71,1,failure,no
536,38,blue-collar,married,secondary,no,105,0.420994988,1.135656545,yes,no,cellular,28,jan,158,1,265,2,failure,no
537,38,management,married,tertiary,no,1066,1.72034603,0.509786944,yes,no,cellular,28,jan,86,1,189,1,failure,no
538,51,admin.,married,secondary,no,176,1.735317027,0.439693601,no,no,cellular,28,jan,214,1,183,2,failure,no
539,44,admin.,married,secondary,no,429,0.563169813,-0.999827724,yes,no,cellular,28,jan,99,1,246,4,failure,no
540,53,housemaid,married,tertiary,no,554,1.165232645,0.037175229,no,no,cellular,28,jan,48,1,181,5,failure,no
541,35,management,married,tertiary,no,436,0.363127807,-1.375004539,no,yes,cellular,28,jan,507,1,184,4,failure,no
542,52,technician,married,,no,370,0.936749237,-0.182734876,yes,no,cellular,28,jan,144,1,197,2,failure,no
543,48,management,single,tertiary,no,-295,-0.061019935,0.143090551,no,yes,cellular,28,jan,121,1,190,2,failure,no
544,57,blue-collar,married,secondary,no,1316,1.135327861,0.221940329,no,no,cellular,28,jan,221,2,182,5,failure,no
545,57,blue-collar,married,secondary,no,297,1.825688604,-0.453580529,no,yes,telephone,28,jan,120,2,154,16,failure,no
546,37,services,single,secondary,no,62,0.496453058,-0.990660518,yes,no,cellular,28,jan,252,2,268,2,failure,no
547,54,management,married,,no,876,0.648798831,-1.832304648,yes,no,cellular,28,jan,66,2,198,3,failure,no
548,59,admin.,married,secondary,no,1455,1.116662985,-2.004969094,yes,no,cellular,28,jan,222,2,191,1,failure,no
549,44,entrepreneur,married,tertiary,no,3463,1.07408209,-0.220409109,yes,yes,cellular,28,jan,290,2,153,3,failure,no
550,30,admin.,single,secondary,no,732,-0.531507257,-2.315099444,yes,no,cellular,28,jan,445,1,223,1,failure,no
551,37,blue-collar,married,secondary,no,417,1.193019364,0.856017541,no,no,cellular,28,jan,389,1,181,5,failure,no
552,48,technician,married,secondary,no,547,1.119667221,0.81095028,no,no,cellular,28,jan,74,1,176,2,failure,no
553,47,technician,married,secondary,no,487,0.025557658,0.334000189,no,no,cellular,28,jan,218,2,177,1,failure,no
554,59,blue-collar,married,primary,no,699,0.7497135,0.342543962,no,no,cellular,28,jan,98,1,154,6,failure,no
555,55,technician,married,secondary,no,3207,1.406164982,-0.348965604,no,no,cellular,28,jan,158,2,153,12,failure,no
556,49,technician,married,secondary,no,177,0.283765381,0.413371118,yes,yes,cellular,28,jan,90,1,204,1,failure,no
557,42,technician,married,secondary,no,799,0.282419571,1.620103285,no,no,cellular,28,jan,234,1,181,6,failure,no
558,56,technician,single,tertiary,no,-528,0.861585506,-0.475715386,no,no,cellular,28,jan,290,2,184,2,failure,no
559,26,blue-collar,single,secondary,no,0,-0.09798628,-1.062715439,yes,no,cellular,28,jan,148,2,258,2,failure,no
560,52,management,married,tertiary,no,1392,-0.828277891,0.996027941,no,no,cellular,28,jan,1121,2,205,3,failure,no
561,44,technician,married,secondary,no,-199,1.564747284,-1.066930612,no,no,cellular,28,jan,692,2,247,3,failure,no
562,50,technician,married,secondary,no,-70,0.403066029,0.187338927,yes,yes,cellular,28,jan,391,2,191,1,failure,no
563,40,blue-collar,single,primary,no,366,1.365776589,0.758123456,yes,yes,cellular,28,jan,168,2,205,1,failure,no
564,47,technician,married,secondary,no,644,1.170236786,0.398254638,no,no,telephone,28,jan,54,3,160,13,failure,no
565,29,services,married,secondary,no,376,0.727051316,-0.120986825,no,yes,telephone,28,jan,49,3,183,4,failure,no
566,51,technician,married,,no,413,0.189596652,-0.232050808,yes,no,telephone,28,jan,82,2,254,2,failure,no
567,49,management,divorced,tertiary,no,557,0.773609056,0.180721569,yes,no,cellular,29,jan,145,1,223,5,failure,no
568,31,management,single,tertiary,no,86,0.906161055,-1.032440732,no,no,cellular,29,jan,100,1,170,4,failure,no
569,34,blue-collar,married,secondary,no,1988,1.861702156,0.262194962,yes,no,telephone,29,jan,53,1,266,2,failure,no
570,57,admin.,married,secondary,no,1504,0.565645191,-0.686806444,yes,no,cellular,29,jan,52,1,245,2,failure,no
571,33,services,single,secondary,no,459,1.213195345,2.304286738,yes,no,cellular,29,jan,241,1,266,2,failure,no
572,35,technician,married,secondary,no,-259,0.566129237,-0.673351421,yes,no,cellular,29,jan,381,1,247,2,failure,no
573,60,technician,married,secondary,no,2041,0.330085055,-0.782842046,no,no,telephone,29,jan,123,1,185,7,failure,no
574,33,admin.,single,secondary,no,13,-0.123823121,0.797756182,yes,no,cellular,29,jan,111,1,247,2,failure,no
575,32,technician,married,tertiary,no,0,0.462834616,0.801718428,yes,yes,cellular,29,jan,223,1,261,2,failure,no
576,46,blue-collar,married,secondary,no,120,1.083418933,0.787477334,yes,yes,cellular,29,jan,121,1,259,3,failure,no
577,36,services,divorced,secondary,no,532,-0.185218823,-0.032163173,yes,no,cellular,29,jan,391,1,241,1,failure,no
578,36,technician,married,tertiary,no,-290,0.760339863,0.745143958,yes,yes,cellular,29,jan,150,1,189,3,failure,no
579,34,admin.,single,secondary,no,673,1.49512553,-0.152719736,yes,no,cellular,29,jan,89,1,260,2,failure,no
580,39,admin.,married,secondary,no,272,2.255308646,-0.343626277,yes,yes,cellular,29,jan,199,1,234,2,failure,no
581,48,services,single,secondary,no,133,1.106572293,-1.033240842,yes,yes,cellular,29,jan,451,1,197,1,failure,no
582,34,management,married,tertiary,no,557,1.457825132,-0.869266244,yes,no,cellular,29,jan,354,1,197,1,failure,no
583,36,management,divorced,tertiary,no,36,0.806314638,0.901159955,yes,no,cellular,29,jan,227,1,261,6,failure,no
584,36,entrepreneur,married,secondary,no,313,1.071829586,-0.206760988,yes,no,cellular,29,jan,167,2,198,1,failure,no
585,36,admin.,married,secondary,no,498,-0.729024413,-0.805337838,yes,no,cellular,29,jan,151,1,253,1,failure,no
586,36,technician,married,secondary,no,319,1.479153444,0.399310897,yes,no,cellular,29,jan,29,1,266,1,failure,no
587,46,blue-collar,married,secondary,no,521,1.173858676,0.509962256,yes,no,cellular,29,jan,246,1,226,3,failure,no
588,45,management,divorced,tertiary,no,-90,1.712758506,-2.129938333,yes,no,cellular,29,jan,128,1,192,1,failure,no
589,35,technician,married,secondary,no,149,1.234804665,-1.030665176,yes,no,cellular,29,jan,99,1,245,2,failure,no
590,60,technician,married,secondary,no,478,1.215616075,0.449102897,no,no,cellular,29,jan,139,1,171,5,failure,no
591,37,blue-collar,married,primary,no,345,0.322379823,0.770516723,yes,no,cellular,29,jan,344,1,188,2,failure,no
592,33,management,divorced,tertiary,no,893,0.624895781,-0.002927545,yes,no,cellular,29,jan,259,1,259,9,failure,no
593,50,management,single,tertiary,no,567,0.452053039,-0.772150226,yes,no,cellular,29,jan,50,1,258,8,failure,no
594,46,entrepreneur,married,secondary,no,294,-0.230852339,0.99668235,yes,no,cellular,29,jan,444,1,196,1,failure,no
595,,management,married,tertiary,no,1857,-0.137750732,0.524515701,no,no,cellular,29,jan,386,1,168,4,failure,no
596,30,management,single,tertiary,no,1422,1.429506197,0.102742801,yes,yes,cellular,29,jan,305,1,223,27,failure,no
597,,self-employed,married,secondary,yes,254,0.800582096,0.370657819,yes,yes,cellular,29,jan,194,1,188,1,failure,no
598,39,management,divorced,tertiary,no,547,1.204325557,-0.540554844,yes,no,cellular,29,jan,317,2,260,4,failure,no
599,51,management,single,tertiary,no,0,0.469936606,0.665821252,yes,no,telephone,29,jan,121,1,244,2,failure,no
600,41,admin.,single,secondary,no,1322,0.2302207,-0.423057584,yes,no,cellular,29,jan,58,1,266,1,failure,no
601,,admin.,single,secondary,no,111,0.26908205,0.060001605,yes,no,cellular,29,jan,55,1,195,3,failure,no
602,53,technician,divorced,secondary,no,388,-0.126519544,0.206258634,yes,yes,cellular,29,jan,67,1,247,1,failure,no
603,34,management,married,tertiary,no,498,0.562430357,-1.410061989,yes,no,cellular,29,jan,84,1,251,2,failure,no
604,55,technician,married,secondary,no,273,0.946723524,0.242128358,yes,no,cellular,29,jan,84,3,183,3,failure,no
605,,management,married,tertiary,no,1330,1.007375672,-0.459770481,yes,no,cellular,29,jan,41,2,261,1,failure,no
606,42,blue-collar,divorced,primary,no,299,-0.332201521,0.381095013,yes,no,cellular,29,jan,305,2,261,2,failure,no
607,31,technician,single,tertiary,no,424,1.407789967,0.957555743,no,no,cellular,29,jan,106,1,161,2,failure,no
608,31,management,married,tertiary,no,732,0.716655496,1.018065161,yes,no,cellular,29,jan,542,1,241,1,failure,no
609,38,entrepreneur,single,tertiary,no,-274,0.142967298,2.444389099,yes,yes,cellular,29,jan,103,1,247,2,failure,no
610,48,services,married,primary,no,1496,0.337669459,0.392409803,yes,no,telephone,29,jan,284,2,258,2,failure,no
611,39,blue-collar,single,tertiary,no,263,2.27757506,0.75144941,yes,no,cellular,29,jan,160,1,199,6,failure,no
612,34,management,married,tertiary,no,303,1.425371595,-1.057582696,yes,no,cellular,29,jan,50,1,195,2,failure,no
613,53,technician,married,tertiary,no,1405,0.252529792,-0.160884757,yes,yes,cellular,29,jan,140,1,244,1,failure,no
614,34,technician,married,tertiary,no,16992,1.622474365,-0.26716853,yes,no,cellular,29,jan,71,1,245,1,failure,no
615,36,blue-collar,married,secondary,no,-557,0.928380537,-0.092147606,yes,yes,cellular,29,jan,484,1,253,1,failure,no
616,33,management,single,tertiary,no,1345,1.957956244,-0.715107494,yes,no,cellular,29,jan,257,1,262,3,failure,no
617,35,blue-collar,single,secondary,no,1239,-0.155896051,0.000934988,yes,no,cellular,29,jan,112,1,195,1,failure,no
618,29,management,married,tertiary,no,246,1.129486777,-0.597163039,yes,no,cellular,29,jan,61,1,265,1,failure,no
619,37,services,married,secondary,no,1694,-0.071424188,-0.521418143,yes,yes,cellular,29,jan,404,2,251,6,failure,no
620,44,management,married,primary,no,5418,0.050233006,-0.978663471,yes,yes,cellular,29,jan,188,1,185,5,failure,no
621,46,admin.,divorced,secondary,no,660,1.657928231,0.708574542,yes,no,cellular,29,jan,1026,1,259,2,failure,no
622,40,blue-collar,divorced,secondary,no,94,1.328629044,-0.968164237,yes,no,cellular,29,jan,121,1,245,1,failure,no
623,30,services,single,secondary,no,193,0.524972806,0.370981947,yes,no,cellular,29,jan,326,1,244,2,failure,no
624,45,blue-collar,married,primary,no,487,1.37179308,0.081288698,yes,no,cellular,29,jan,117,1,163,4,failure,no
625,29,admin.,single,secondary,no,2768,0.117405649,-0.078560971,yes,no,cellular,29,jan,69,1,241,4,failure,no
626,41,services,married,secondary,no,1141,0.560364867,0.968958638,yes,no,cellular,29,jan,75,1,247,1,failure,no
627,32,blue-collar,single,secondary,no,160,1.270957606,-0.041443941,yes,no,telephone,29,jan,48,1,265,1,failure,no
628,31,services,single,tertiary,no,1025,0.929437526,0.771444377,no,no,cellular,29,jan,93,1,254,3,failure,no
629,31,blue-collar,married,secondary,no,360,-0.083173253,-0.249149995,yes,yes,cellular,29,jan,89,1,241,1,failure,no
630,40,management,married,tertiary,no,351,0.637176764,-0.339681608,yes,no,cellular,29,jan,338,1,254,3,failure,no
631,34,admin.,single,secondary,no,391,0.914619497,-1.376452529,yes,no,cellular,29,jan,77,1,265,2,failure,no
632,37,technician,married,tertiary,no,183,1.450815636,0.568531015,yes,no,cellular,29,jan,51,1,258,1,failure,no
633,35,technician,single,secondary,no,175,1.436858654,-1.264246403,yes,no,cellular,29,jan,219,1,246,1,failure,no
634,28,self-employed,single,tertiary,no,0,1.247941491,0.582946149,yes,no,cellular,29,jan,379,1,192,1,failure,no
635,39,blue-collar,married,secondary,no,648,0.153901786,-0.472904568,yes,no,cellular,29,jan,85,2,240,1,failure,no
636,28,admin.,single,secondary,no,1391,1.691916386,1.360199647,yes,no,cellular,29,jan,462,2,247,1,failure,no
637,59,management,married,tertiary,no,2365,0.440800073,-1.335001995,no,yes,cellular,29,jan,36,1,188,4,failure,no
638,56,blue-collar,married,primary,no,420,1.480280562,0.28391922,yes,no,cellular,29,jan,129,1,265,1,failure,no
639,50,self-employed,married,secondary,no,2061,1.17830896,-1.144625522,yes,yes,cellular,29,jan,197,2,244,3,failure,no
640,34,technician,single,secondary,no,341,-0.733275771,-1.726722733,no,yes,cellular,29,jan,136,1,262,3,failure,no
641,34,blue-collar,single,secondary,no,381,-0.275492854,0.166315157,yes,no,cellular,29,jan,83,1,262,1,failure,no
642,31,management,married,secondary,no,678,0.414444579,0.14122772,yes,no,cellular,29,jan,249,1,259,4,failure,no
643,36,entrepreneur,single,tertiary,no,658,0.029508834,-1.192619806,yes,no,cellular,29,jan,99,1,227,3,failure,no
644,35,technician,divorced,tertiary,no,1242,1.331046523,-2.038506751,yes,no,cellular,29,jan,141,1,245,3,failure,no
645,26,management,divorced,tertiary,yes,-402,0.133795361,1.625655623,no,yes,cellular,29,jan,66,2,262,2,failure,no
646,39,services,married,secondary,no,1099,-0.637572565,-1.189755929,no,no,cellular,29,jan,211,2,245,6,failure,no
647,35,admin.,married,secondary,no,147,1.115909308,-0.977306395,yes,yes,cellular,29,jan,41,1,184,7,failure,no
648,32,blue-collar,single,secondary,no,1139,0.288830339,-0.215829599,yes,no,cellular,29,jan,57,1,191,1,failure,no
649,53,blue-collar,single,primary,no,354,1.457463781,-0.615806886,yes,no,cellular,29,jan,133,1,226,2,failure,no
650,38,blue-collar,married,primary,no,406,1.150714181,1.285027367,yes,no,cellular,29,jan,138,1,188,5,failure,no
651,45,blue-collar,married,primary,no,300,1.373842229,1.340734947,yes,no,cellular,29,jan,203,1,261,3,failure,no
652,34,management,married,tertiary,no,349,2.313182892,0.913159681,yes,yes,cellular,29,jan,133,2,185,3,failure,no
653,55,services,divorced,primary,no,2923,0.231565384,0.400990887,yes,no,cellular,29,jan,94,1,259,2,failure,no
654,59,management,single,secondary,no,671,0.834697838,-0.724957487,yes,yes,cellular,29,jan,219,2,259,5,failure,no
655,53,services,married,secondary,no,367,1.742399325,-1.023035273,yes,yes,cellular,29,jan,155,1,261,2,failure,no
656,39,entrepreneur,divorced,tertiary,no,208,0.796612899,-0.621481339,yes,no,cellular,29,jan,81,1,240,2,failure,no
657,60,retired,divorced,,no,-49,-0.376838959,1.197016296,yes,no,cellular,29,jan,188,1,261,2,failure,no
658,53,retired,divorced,secondary,no,246,0.148287928,0.792917584,yes,no,cellular,29,jan,158,2,247,1,failure,no
659,38,management,single,tertiary,no,16957,-0.455201112,-0.657444705,yes,no,telephone,29,jan,208,1,247,2,failure,no
660,28,technician,married,secondary,no,232,-0.087329422,0.455157619,yes,yes,cellular,29,jan,72,1,261,1,failure,no
661,40,blue-collar,divorced,primary,no,4168,0.701031791,-0.525774279,yes,no,cellular,29,jan,91,1,223,3,failure,no
662,26,blue-collar,single,primary,no,155,1.005553228,-0.139337959,yes,no,cellular,29,jan,291,1,244,4,failure,no
663,46,blue-collar,married,secondary,no,-3,1.458646259,-0.737723584,yes,no,cellular,29,jan,79,2,265,2,failure,no
664,45,technician,married,secondary,no,398,0.672748888,0.106854483,yes,no,cellular,29,jan,227,1,246,5,failure,no
665,56,management,single,tertiary,no,6507,0.361743658,1.208264657,yes,yes,cellular,29,jan,134,1,196,1,failure,no
666,28,management,single,tertiary,no,882,1.382538075,0.288136149,no,yes,cellular,29,jan,94,1,205,2,failure,no
667,40,technician,married,secondary,no,56,1.468341271,-0.015369767,yes,yes,cellular,29,jan,194,1,247,1,failure,no
668,58,blue-collar,married,secondary,no,1298,0.761688963,1.140580465,yes,no,cellular,29,jan,522,2,245,4,failure,no
669,28,technician,single,secondary,no,527,1.013245481,0.855249387,yes,no,cellular,29,jan,161,2,265,1,failure,no
670,30,blue-collar,single,secondary,no,-61,0.59046871,-1.549910261,no,no,cellular,29,jan,111,2,196,1,failure,no
671,41,management,married,tertiary,no,-29,-0.096822431,1.308417313,no,no,cellular,29,jan,41,2,266,2,failure,no
672,32,management,married,tertiary,no,2213,0.730820059,0.736860404,no,no,cellular,29,jan,125,2,154,7,failure,no
673,49,management,single,tertiary,no,145,1.407078102,0.594295064,yes,no,cellular,29,jan,57,2,248,38,failure,no
674,47,management,married,tertiary,yes,-337,-0.086076054,0.520419413,no,yes,cellular,29,jan,243,4,161,2,failure,no
675,27,technician,single,secondary,no,261,-0.076529417,1.437918864,yes,no,cellular,29,jan,236,2,247,2,failure,no
676,28,technician,single,tertiary,no,-214,0.676105109,0.494260006,yes,no,cellular,29,jan,228,2,262,3,failure,no
677,57,management,divorced,tertiary,no,-676,-0.484309103,1.125650254,yes,yes,cellular,29,jan,100,2,247,1,failure,no
678,32,technician,single,,no,317,1.050748215,-0.278188678,yes,no,cellular,29,jan,452,2,253,2,failure,no
679,38,technician,divorced,secondary,no,531,-0.006081426,-1.429700202,no,no,cellular,29,jan,214,3,226,7,failure,no
680,30,services,single,secondary,no,9,1.569989918,-1.0873883,no,yes,cellular,29,jan,194,2,205,2,failure,no
681,29,technician,single,tertiary,no,370,-0.934768048,-0.94260922,yes,no,cellular,29,jan,119,2,251,5,failure,no
682,31,management,married,secondary,no,0,-0.28017055,0.892348351,no,no,cellular,29,jan,120,2,160,2,failure,no
683,56,entrepreneur,divorced,primary,no,29,1.684814166,0.733286546,no,no,cellular,29,jan,52,2,227,1,failure,no
684,44,management,married,secondary,no,488,-0.044468343,-1.769100066,no,yes,cellular,29,jan,138,2,183,11,failure,no
685,34,blue-collar,married,secondary,no,-211,-0.464137985,-0.335878585,yes,no,cellular,29,jan,135,2,184,5,failure,no
686,33,blue-collar,married,primary,no,902,0.566032392,-1.782384588,yes,no,cellular,29,jan,207,2,247,2,failure,no
687,36,technician,married,secondary,no,1508,-0.556163053,-2.851405221,no,no,cellular,29,jan,187,2,185,8,failure,no
688,26,technician,single,tertiary,no,43,1.114359571,-0.109176318,yes,yes,cellular,29,jan,169,3,246,1,failure,no
689,28,student,single,secondary,no,24,-0.284951748,1.063804869,yes,no,cellular,29,jan,284,2,196,2,failure,no
690,57,management,divorced,tertiary,no,1016,-0.993220355,-1.114299519,yes,no,cellular,29,jan,462,2,234,5,failure,no
691,29,management,married,tertiary,no,1366,1.230534215,-0.709968744,yes,no,cellular,29,jan,90,2,245,3,failure,no
692,32,services,married,secondary,no,356,0.204293744,-1.550630395,yes,no,cellular,29,jan,56,2,223,5,failure,no
693,37,management,divorced,secondary,no,414,0.049479815,-0.607728034,no,no,cellular,29,jan,293,2,162,4,failure,no
694,40,technician,single,secondary,no,822,0.907603563,0.689346118,yes,yes,cellular,29,jan,155,2,245,3,failure,no
695,48,technician,married,secondary,no,101,0.752157902,2.17994261,yes,no,cellular,29,jan,414,2,192,3,failure,no
696,45,technician,single,secondary,no,-55,0.317442656,-1.224110992,no,no,cellular,29,jan,78,3,197,1,failure,no
697,31,technician,married,tertiary,no,702,0.727825062,0.598244214,no,yes,cellular,29,jan,157,3,182,29,failure,no
698,37,technician,married,secondary,no,1120,0.92408957,2.537237614,yes,no,cellular,29,jan,88,3,244,5,failure,no
699,33,admin.,single,secondary,no,303,-0.127774146,-0.61455874,no,no,cellular,29,jan,483,2,266,1,failure,no
700,57,technician,divorced,secondary,no,77,1.526039103,0.455962718,yes,yes,cellular,29,jan,168,3,246,2,failure,no
701,47,retired,married,tertiary,no,1225,-0.769701485,-1.375630058,yes,yes,cellular,29,jan,191,3,227,2,failure,no
702,28,technician,single,secondary,no,8,0.754093752,-0.394003111,yes,no,cellular,29,jan,389,2,254,3,failure,no
703,39,technician,divorced,secondary,no,1333,1.325810076,1.171297903,yes,yes,cellular,29,jan,585,2,246,1,failure,no
704,31,entrepreneur,married,secondary,no,10,-0.760438843,-0.640504818,yes,yes,cellular,29,jan,161,3,188,9,failure,no
705,49,management,single,secondary,no,61,0.832859096,-1.747408852,yes,no,cellular,29,jan,185,2,246,1,failure,no
706,33,blue-collar,divorced,secondary,no,880,1.429093114,-0.816246616,yes,yes,cellular,29,jan,263,3,239,1,failure,no
707,39,blue-collar,married,secondary,no,360,0.916221854,-0.483166185,yes,no,cellular,29,jan,325,2,260,2,failure,no
708,54,admin.,married,secondary,no,263,1.836238139,0.078867755,no,yes,telephone,29,jan,283,4,195,7,failure,no
709,35,blue-collar,single,secondary,no,297,0.018200899,0.395949581,yes,no,cellular,29,jan,251,3,265,4,failure,no
710,26,blue-collar,single,secondary,no,249,0.294883598,-0.921367207,yes,no,cellular,29,jan,235,3,262,5,failure,no
711,31,management,single,tertiary,no,1724,-0.12792078,0.358840569,yes,no,telephone,29,jan,152,2,254,1,failure,no
712,31,services,single,secondary,no,442,0.540816746,0.001577845,yes,no,cellular,29,jan,355,3,258,3,failure,no
713,46,management,divorced,tertiary,no,-154,0.280915543,0.774042668,yes,yes,cellular,29,jan,150,2,247,2,failure,no
714,30,self-employed,married,,no,1712,0.54956166,-0.815317616,no,no,cellular,29,jan,213,3,190,2,failure,no
715,36,services,married,secondary,no,1053,1.257040652,-0.444103832,yes,no,telephone,30,jan,99,1,259,1,failure,no
716,35,blue-collar,married,secondary,no,6411,0.445752128,0.414105259,yes,yes,cellular,30,jan,144,1,266,2,failure,no
